timestamp,runecrafting,magic,fletching,woodcutting,firemaking,construction,farming,herblore,thieving,mining,smithing
1613077399.3087351,57029.58421750663,92281.39481707317,105231.22148541114,83268.00297840656,66504.3535660091,57599.86525423729,87144.51665312753,62638.32410714286,50468.870286576166,47737.540673211784,74249.28046594982
1613163687.653514,54662.91142663962,98539.69822940724,90618.68575624083,88376.703313253,68903.23510466989,52758.27896995708,87633.68915662651,72094.05248868778,43214.904238618525,50107.70249653259,73305.67261373774
1613250059.2736406,55051.02422611036,98504.27910562837,91950.1105590062,79378.65504451038,66066.39692522712,62331.98445595855,92914.58418972332,74036.60915492958,55018.991479473276,50974.0864978903,83712.24737762238
1613336510.254737,52270.26098535286,108364.28344671201,90318.91603053435,74560.45326409496,64970.95988538682,75727.00453172205,95195.62607338018,67212.83583406884,57297.51052631579,47526.20223152023,88525.30116472546
1613422898.5919652,52856.24493927125,102305.19114219114,85315.045,83608.82185628742,59629.40696812454,76653.90087929656,89877.35113268609,63253.14039855073,54380.451238390095,48246.9738700565,77906.52461951657
1613509281.9011648,57793.10438829787,102555.42878448918,100467.95728643217,92668.01415797317,69484.32769556025,61426.22188217292,89385.14651721377,63714.68149466192,54999.25617977528,52002.275121275125,66854.41272570938
1613595712.43876,50169.43920412675,84189.16075471698,78275.91193181818,75510.49927007299,72842.0914979757,64064.74697674419,82198.17810457517,45766.710171017105,40714.81452249408,44273.14668547249,66145.7308838133
1613768475.478923,49553.58528428094,87202.99155145929,104714.97201767305,76386.08638360175,48755.44992050874,36708.672493100275,86650.85106382979,51656.418803418805,50969.46153846154,42237.156358582346,66592.67832847424
1613854931.9237003,46025.11422413793,86039.8836846214,88915.78074074074,70636.03330866025,58339.496830427895,60123.35233160622,84693.53796445881,51089.17539267016,50210.1628959276,39795.62829403606,68110.16272189349
1614030131.0764017,46341.545712260806,81284.80429777436,97921.43497109826,67860.68487084871,59924.112945264984,55641.77724665392,80414.4511517077,46108.253333333334,46000.037643207856,43939.33173406443,54286.30730730731
1614632411.077518,41472.67554076539,73365.60544747082,95035.9982174688,60947.46412884334,55016.56593406593,47002.5372972973,73854.2780448718,34289.23339160839,57030.183469573116,34684.065201984406,52385.65786314526
1614718974.1753676,47863.640112464855,67736.9567949725,93443.56596558317,59264.15817091454,57862.23493975904,44342.31064356436,72110.75084175084,42828.24189063948,55274.85883514314,34788.68509090909,59350.03099730458
1614805323.0855973,45056.16416666667,73746.53445635528,87369.10175438596,66183.87612612612,52230.465919701215,31297.664733178655,74312.94045676998,48309.15583259127,48725.69675090253,39070.94001463058,61156.76070528967
1614891734.3102105,45392.3842010772,65059.801640566744,85999.6011342155,58663.87685459941,58978.73465140479,36403.59176470588,67081.92909535453,31104.254919499104,39253.8814382896,36438.90499648135,50067.56743620899
1615064533.350402,39502.054933875894,68633.6952309985,77602.41060903732,45418.65144596651,60839.403545359746,40063.14020857474,59282.06068162926,30558.59259259259,35379.582684824905,30127.138664710197,50878.385019710906
1615267536.3313046,49398.22934973638,81925.11910286156,83715.96923076923,65714.99697428138,66236.13829787234,49132.976297968395,69794.58502847844,41143.86936936937,51374.96363636364,39686.274909090906,62500.13381995134
1615323710.3388157,48954.5128983308,86304.66257668711,92936.74671052632,69490.27873779113,62651.499543378995,42743.96976241901,79609.35317779565,48808.53224341508,52918.35720303286,44848.316860465115,61994.9593220339
